genre,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rmse_mean,rmse_std,tempo,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_2_mean,spectral_bandwidth_2_std,spectral_bandwidth_3_mean,spectral_bandwidth_3_std,spectral_bandwidth_4_mean,spectral_bandwidth_4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
disco,0.066,0.105,3.544,10.717,0.146,0.065,0.091,0.054,129.199,2524.146,637.6,2401.572,315.19,2774.618,235.454,3117.04,168.363,20.229,13.274,16.294,17.329,18.027,16.71,41.064,5.525,3.763,4.337,3.29,3.146,2.488,2.47,5415.684,1212.204,-125.692,88.525,-16.734,42.801,-9.899,29.183,-19.344,20.456,-16.505,15.014,-8.761,12.786,-7.757,7.049,-8.516,3.271,-6.496,5.797,-3.498,-0.05,43.136,24.168,18.798,14.372,10.968,10.089,9.622,8.301,8.043,7.476,7.315,6.73,6.408,6.542,5.751,5.718,6.53,5.658,5.936,5.931,0.443,0.439,0.638,0.401,0.476,0.611,0.553,0.548,0.393,0.443,0.435,0.424,0.284,0.253,0.288,0.227,0.281,0.271,0.261,0.288,0.186,0.258,0.281,0.268
disco,0.134,0.201,2.359,4.282,0.092,0.055,0.174,0.101,99.384,2006.196,792.388,2075.293,504.185,2530.583,439.397,2961.497,383.5,20.868,15.399,19.074,19.243,19.793,20.156,37.961,4.462,4.405,4.673,4.287,4.012,4.365,7.526,4161.692,1663.594,-116.947,98.491,-19.004,44.828,3.816,28.47,-1.08,14.695,-7.728,9.749,-10.104,6.346,-3.92,7.888,-3.204,0.121,-7.835,-1.743,-2.425,-0.727,91.982,30.755,28.674,13.545,12.884,11.435,11.442,10.795,10.159,11.035,9.886,9.614,8.708,9.749,9.483,8.426,8.914,9.311,9.15,10.875,0.555,0.529,0.509,0.482,0.325,0.325,0.328,0.472,0.336,0.235,0.452,0.46,0.356,0.266,0.297,0.361,0.267,0.294,0.272,0.348,0.263,0.223,0.293,0.252
disco,0.083,0.113,1.761,1.933,0.118,0.049,0.107,0.037,117.454,2458.441,659.527,2400.773,353.382,2782.652,264.161,3135.55,200.752,17.294,15.849,18.729,19.56,18.717,17.693,41.407,3.618,4.312,4.702,4.858,4.363,3.739,2.977,5269.318,1352.48,-123.759,89.82,-1.836,51.168,-16.255,28.28,-12.493,19.028,-13.278,18.497,-13.773,12.864,-8.754,8.257,-8.235,5.516,-8.405,4.478,0.312,1.83,51.447,25.249,24.408,14.302,11.362,11.069,9.081,8.525,8.249,8.286,7.452,6.649,8.348,8.143,8.137,6.423,7.587,8.353,9.035,8.348,0.306,0.398,0.307,0.399,0.585,0.404,0.312,0.329,0.531,0.242,0.224,0.424,0.218,0.335,0.202,0.235,0.368,0.268,0.3,0.243,0.335,0.199,0.183,0.319
disco,0.119,0.165,1.752,1.989,0.137,0.061,0.153,0.06,107.666,2435.79,698.219,2303.819,343.353,2735.266,298.493,3129.956,262.156,19.071,13.371,17.439,19.759,19.46,19.068,42.102,5.044,3.551,4.214,4.048,3.17,2.704,3.743,4990.653,1375.079,-86.012,87.537,-20.165,54.026,-1.058,19.563,-4.088,21.035,-19.569,12.386,-22.01,9.599,-15.924,3.979,-13.927,2.385,-7.734,3.452,-4.154,5.922,58.677,26.85,17.173,13.823,13.76,10.343,12.585,8.505,11.21,11.345,9.721,10.275,11.459,9.208,7.489,8.7,7.706,6.985,9.331,8.054,0.515,0.41,0.458,0.356,0.408,0.526,0.335,0.409,0.313,0.458,0.387,0.34,0.34,0.253,0.326,0.249,0.27,0.316,0.215,0.304,0.197,0.31,0.276,0.269
disco,0.079,0.104,1.698,1.585,0.094,0.035,0.099,0.031,135.999,2176.41,546.802,2350.638,299.705,2741.447,215.456,3107.646,155.977,21.723,14.092,17.042,17.583,18.789,18.347,41.587,3.88,3.624,3.693,2.958,3.286,3.863,2.859,5036.953,1104.295,-129.982,102.506,-4.448,50.069,-15.539,32.135,-18.187,24.296,-11.908,13.769,-12.903,7.276,-9.387,4.606,-9.586,4.252,-4.688,-0.452,-6.886,4.766,45.236,23.603,11.04,10.688,7.393,7.979,8.362,7.065,6.809,7.181,5.954,6.193,9.146,6.498,5.67,6.375,5.29,6.523,5.322,6.743,0.706,0.482,0.366,0.343,0.402,0.395,0.323,0.437,0.349,0.334,0.446,0.473,0.331,0.225,0.229,0.256,0.274,0.314,0.227,0.292,0.223,0.255,0.298,0.2
disco,0.077,0.112,1.863,2.624,0.118,0.067,0.098,0.053,123.047,2427.922,745.093,2278.316,422.498,2674.477,371.551,3044.121,332.803,23.222,14.627,18.965,18.973,19.851,19.307,39.597,3.897,4.57,5.22,4.864,4.337,4.773,3.965,4947.403,1425.663,-159.901,82.024,-16.79,52.538,-4.459,22.882,-8.221,23.373,-5.531,17.697,-15.391,10.809,-13.525,1.746,-6.568,5.104,0.329,7.003,-5.459,0.802,72.587,28.918,25.67,15.993,15.572,15.557,11.395,10.734,10.245,10.979,10.338,7.996,8.378,9.279,9.389,8.792,10.736,10.922,9.837,8.97,0.422,0.393,0.569,0.482,0.431,0.483,0.433,0.528,0.498,0.522,0.441,0.407,0.264,0.249,0.327,0.302,0.31,0.31,0.273,0.33,0.271,0.315,0.281,0.263
disco,0.071,0.101,2.164,3.373,0.134,0.058,0.092,0.041,103.359,2437.55,606.355,2182.079,267.184,2512.709,226.465,2826.362,203.505,23.536,14.99,18.722,18.81,18.287,18.22,41.431,4.608,4.421,4.284,3.985,3.503,3.112,3.435,4920.029,916.928,-133.845,93.475,-24.217,61.452,-22.856,30.982,-14.965,20.246,-9.298,15.791,-8.741,11.976,-5.32,4.996,-0.678,3.722,2.097,5.448,3.097,2.46,52.773,24.312,19.776,12.826,11.105,12.862,8.726,8.982,8.982,7.912,9.851,7.718,8.463,8.52,8.223,8.086,7.718,7.14,8.268,7.564,0.428,0.372,0.437,0.352,0.382,0.328,0.418,0.523,0.414,0.413,0.385,0.53,0.286,0.277,0.298,0.227,0.297,0.238,0.272,0.334,0.272,0.27,0.256,0.316
disco,0.084,0.118,1.89,2.442,0.12,0.048,0.108,0.047,129.199,2779.225,559.971,2682.406,264.951,3040.124,202.256,3361.807,156.261,24.42,15.687,18.098,18.516,18.845,17.486,42.35,4.493,4.589,4.024,3.626,4.0,3.153,2.903,6189.579,1020.233,-116.938,75.76,-4.228,37.31,-5.356,31.395,-12.181,22.936,-11.445,14.647,-13.066,13.423,-13.248,8.258,-15.254,9.843,-6.225,8.011,-8.037,4.408,52.744,17.173,11.776,12.227,9.393,8.816,7.799,8.819,7.103,7.521,7.421,7.95,8.013,7.906,8.669,6.02,6.438,7.923,6.286,6.593,0.378,0.332,0.363,0.277,0.3,0.6,0.332,0.272,0.401,0.463,0.802,0.485,0.249,0.276,0.295,0.254,0.232,0.306,0.222,0.217,0.286,0.169,0.263,0.206
disco,0.095,0.129,1.669,1.643,0.113,0.052,0.123,0.039,123.047,2387.71,589.848,2430.875,290.228,2840.393,207.414,3212.541,153.642,24.276,14.056,16.755,16.75,16.755,16.986,42.609,4.681,3.945,4.002,3.6,2.706,2.603,2.81,5350.093,1197.809,-91.582,99.477,-9.0,40.197,-18.049,22.578,-21.973,15.794,-25.665,17.677,-13.682,15.645,-15.475,4.526,-10.157,0.461,-10.157,4.802,-6.883,-0.984,42.931,20.614,16.372,14.278,12.025,11.039,10.82,9.694,7.977,7.593,7.312,8.479,6.979,6.647,7.447,7.01,6.336,6.714,6.883,6.421,0.386,0.449,0.468,0.427,0.516,0.484,0.623,0.436,0.314,0.33,0.345,0.498,0.221,0.278,0.281,0.253,0.342,0.24,0.331,0.266,0.245,0.271,0.23,0.298
disco,0.095,0.129,1.669,1.643,0.113,0.052,0.123,0.039,123.047,2387.71,589.848,2430.875,290.228,2840.393,207.414,3212.541,153.642,24.276,14.056,16.755,16.75,16.755,16.986,42.609,4.681,3.945,4.002,3.6,2.706,2.603,2.81,5350.093,1197.809,-91.582,99.477,-9.0,40.197,-18.049,22.578,-21.973,15.794,-25.665,17.677,-13.682,15.645,-15.475,4.526,-10.157,0.461,-10.157,4.802,-6.883,-0.984,42.931,20.614,16.372,14.278,12.025,11.039,10.82,9.694,7.977,7.593,7.312,8.479,6.979,6.647,7.447,7.01,6.336,6.714,6.883,6.421,0.386,0.449,0.468,0.427,0.516,0.484,0.623,0.436,0.314,0.33,0.345,0.498,0.221,0.278,0.281,0.253,0.342,0.24,0.331,0.266,0.245,0.271,0.23,0.298
hiphop,0.093,0.134,2.036,3.252,0.147,0.054,0.125,0.05,117.454,2689.274,646.325,2349.671,326.756,2725.262,274.564,3064.778,246.339,16.896,13.222,15.806,16.224,16.13,16.183,42.221,4.225,4.597,5.073,3.608,2.626,2.802,3.825,5497.625,1238.885,-80.907,84.793,-31.55,33.902,-19.855,23.562,-22.132,20.021,-16.77,19.209,-13.115,11.503,-10.732,10.57,-8.427,7.327,-5.376,7.689,-5.545,1.527,69.876,27.404,23.437,20.189,12.603,11.642,9.671,9.832,9.673,7.47,8.67,7.244,8.603,8.481,8.057,7.446,8.334,7.891,7.957,6.399,0.377,0.357,0.479,0.452,0.614,0.471,0.457,0.47,0.465,0.537,0.419,0.438,0.262,0.237,0.31,0.26,0.315,0.309,0.291,0.289,0.264,0.323,0.268,0.267
hiphop,0.237,0.297,0.996,0.038,0.098,0.072,0.286,0.083,92.285,2786.776,966.632,2443.669,398.841,2837.036,349.049,3188.043,325.965,27.549,15.282,18.809,18.129,17.932,18.639,40.274,5.409,4.942,4.802,4.258,3.601,3.531,10.36,5506.983,1447.273,-81.113,49.6,-14.55,57.982,6.843,27.148,-6.849,31.31,-10.073,20.325,-2.531,12.748,3.974,13.235,-2.374,12.264,-7.043,4.748,1.869,0.021,60.436,30.258,31.479,17.983,19.664,15.962,13.557,12.13,11.803,9.43,10.628,8.856,10.159,8.649,8.685,8.158,8.231,7.634,7.559,8.222,0.515,0.608,0.789,0.765,0.529,0.363,0.265,0.243,0.297,0.345,0.359,0.437,0.217,0.213,0.276,0.256,0.21,0.241,0.231,0.255,0.285,0.286,0.234,0.219
hiphop,0.072,0.099,1.654,1.738,0.059,0.05,0.094,0.034,99.384,1471.727,788.352,1904.677,485.681,2487.665,374.293,3010.31,294.626,22.496,14.547,18.551,17.688,16.456,17.263,36.558,3.853,4.535,4.855,4.668,3.319,3.388,4.129,3060.848,1847.02,-202.877,132.394,12.0,43.782,-10.238,17.131,-13.57,15.054,-16.265,9.429,-11.652,7.057,-4.32,0.841,-5.607,1.264,-6.98,0.39,-2.437,-2.934,68.254,32.202,28.386,17.794,18.55,14.457,13.364,11.315,11.704,10.635,11.493,8.889,9.968,9.536,8.343,7.413,7.851,6.419,6.45,6.228,0.398,0.403,0.416,0.378,0.344,0.372,0.307,0.288,0.361,0.468,0.604,0.529,0.281,0.293,0.304,0.31,0.288,0.286,0.271,0.257,0.252,0.293,0.351,0.308
hiphop,0.212,0.291,1.64,1.547,0.103,0.048,0.267,0.116,92.285,2483.623,703.255,2331.424,441.54,2747.57,405.25,3130.609,385.101,18.529,14.087,17.749,17.079,16.69,16.945,36.646,5.063,4.15,5.123,3.684,2.747,2.874,11.936,5116.802,1349.263,-40.242,80.843,-25.655,38.441,-11.086,24.922,-7.379,26.784,-5.298,16.806,-3.508,8.46,-5.603,12.062,-1.898,10.49,0.648,0.272,-5.097,-4.009,70.375,27.404,35.482,17.075,16.698,17.603,16.449,13.692,13.189,10.379,9.466,8.661,8.48,8.254,8.578,10.092,7.784,7.871,7.568,7.558,0.609,0.57,0.555,0.584,0.482,0.376,0.336,0.335,0.326,0.35,0.514,0.561,0.322,0.31,0.296,0.309,0.274,0.269,0.254,0.249,0.249,0.244,0.309,0.286
hiphop,0.158,0.236,1.795,2.695,0.1,0.078,0.201,0.124,95.703,2320.943,1026.95,2356.082,611.345,2799.171,529.825,3196.83,479.519,22.703,16.412,19.17,18.624,18.701,17.013,36.523,5.93,5.86,5.712,5.561,4.416,3.276,10.106,4996.17,2100.671,-140.298,71.625,-3.787,39.026,4.189,31.549,-3.965,19.789,-3.764,16.026,-3.185,11.853,-1.259,5.774,1.264,1.655,-0.838,1.621,-4.061,1.144,111.42,32.677,38.843,21.425,20.422,17.545,16.68,12.456,13.656,13.808,10.574,9.481,10.505,10.585,8.913,8.475,7.796,8.086,7.712,9.02,0.404,0.38,0.472,0.409,0.47,0.456,0.395,0.472,0.526,0.518,0.458,0.434,0.262,0.271,0.337,0.281,0.299,0.311,0.271,0.317,0.353,0.336,0.294,0.276
hiphop,0.21,0.272,1.232,0.516,0.125,0.051,0.262,0.073,143.555,2704.071,497.878,2511.238,220.324,2843.721,196.17,3149.298,199.149,18.369,12.265,16.13,15.718,16.37,15.468,42.086,4.052,3.618,3.883,2.929,2.351,1.7,8.57,5791.298,703.382,-11.678,81.986,-8.518,52.778,-14.72,31.974,-19.696,22.885,-14.72,14.52,-10.102,14.01,-8.08,7.445,-5.503,12.853,-3.697,6.237,-2.584,0.118,36.729,19.647,15.417,15.235,12.421,10.302,10.73,9.411,7.838,9.008,8.764,8.161,7.209,6.59,6.265,6.58,6.472,6.741,6.186,6.433,0.435,0.47,0.482,0.481,0.489,0.525,0.538,0.542,0.506,0.543,0.458,0.425,0.275,0.278,0.293,0.294,0.269,0.293,0.283,0.3,0.283,0.298,0.274,0.261
hiphop,0.213,0.299,1.355,1.169,0.128,0.097,0.271,0.127,99.384,2840.744,975.548,2643.191,404.244,3019.26,333.669,3355.577,301.741,17.99,14.216,16.763,16.202,16.595,16.171,38.786,4.8,4.638,5.136,4.154,3.267,2.358,11.927,6034.414,1503.604,-59.638,63.889,3.47,45.266,-1.173,28.261,-13.181,23.612,-6.632,16.486,-7.288,14.491,-5.792,8.183,-6.876,6.74,-4.47,0.961,-7.134,-1.268,82.934,31.957,27.475,20.827,19.787,15.012,14.54,12.447,12.17,10.903,10.132,10.421,9.894,8.241,8.36,7.02,8.057,7.318,8.3,6.751,0.428,0.4,0.412,0.481,0.529,0.425,0.391,0.434,0.494,0.568,0.524,0.501,0.287,0.29,0.268,0.293,0.314,0.281,0.263,0.276,0.301,0.354,0.289,0.299
hiphop,0.21,0.281,1.293,0.798,0.079,0.05,0.264,0.097,123.047,2032.904,703.259,2267.558,459.548,2759.622,415.911,3211.309,394.581,21.864,14.512,18.536,17.787,17.65,17.116,37.836,5.638,4.825,4.887,4.017,3.284,3.006,10.714,4533.381,1567.978,-58.454,103.088,-7.244,44.907,-8.638,12.36,-13.771,19.994,-13.143,17.154,-3.962,15.59,-0.468,6.933,-6.032,5.638,-3.176,1.818,-2.565,0.107,60.694,25.242,26.997,20.459,16.898,13.433,14.397,11.298,12.372,9.793,10.281,9.274,8.408,6.941,7.239,7.108,8.211,6.201,5.589,6.5,0.39,0.375,0.425,0.52,0.63,0.383,0.33,0.351,0.403,0.486,0.448,0.437,0.283,0.264,0.318,0.31,0.32,0.251,0.252,0.256,0.271,0.314,0.29,0.298
hiphop,0.113,0.167,1.938,3.069,0.177,0.101,0.142,0.089,172.266,3017.201,922.126,2365.262,327.832,2699.975,298.22,2999.249,286.287,22.044,15.383,18.165,17.233,17.319,17.141,42.153,5.089,5.832,4.905,4.314,3.341,2.894,6.213,5720.857,1257.658,-111.14,55.198,-18.448,47.222,-24.789,22.53,-21.14,12.545,-15.85,16.297,-12.565,9.608,-12.129,4.849,-2.215,6.882,0.492,13.004,5.956,5.44,83.605,36.591,35.188,25.57,23.602,18.255,18.357,13.276,12.588,10.634,10.594,9.432,9.155,9.89,9.222,10.269,12.422,11.646,11.889,12.118,0.4,0.351,0.323,0.381,0.423,0.435,0.483,0.507,0.575,0.563,0.514,0.499,0.269,0.243,0.233,0.283,0.303,0.287,0.278,0.268,0.303,0.341,0.312,0.305
hiphop,0.164,0.238,1.659,2.066,0.098,0.086,0.216,0.1,103.359,2197.795,988.323,2286.482,506.548,2725.539,421.667,3125.809,374.799,16.359,13.159,15.727,15.013,16.105,16.317,37.827,3.709,4.418,4.873,3.865,3.395,2.798,9.572,4790.188,1842.392,-95.06,94.205,-2.515,49.537,-6.621,33.202,-7.601,20.965,-8.859,16.795,-5.25,10.776,-3.466,7.307,-3.449,3.844,-3.23,1.796,0.087,4.004,70.881,40.293,25.686,17.104,15.142,13.008,13.764,9.746,10.733,9.933,10.074,8.429,7.637,7.618,7.797,7.653,6.353,7.397,8.43,10.001,0.627,0.533,0.535,0.59,0.635,0.642,0.569,0.486,0.447,0.463,0.546,0.652,0.278,0.245,0.261,0.286,0.281,0.263,0.239,0.257,0.252,0.257,0.245,0.315
hiphop,0.129,0.188,2.454,4.328,0.125,0.049,0.172,0.077,95.703,2264.064,483.816,2119.076,206.473,2532.571,184.314,2918.127,191.539,19.839,12.991,16.047,16.492,17.655,16.3,42.4,4.512,3.644,4.508,3.775,3.071,2.292,2.368,4642.955,809.788,-67.428,94.839,-38.855,37.643,-12.254,36.9,-12.653,18.296,-8.851,17.986,-7.274,9.716,-8.746,4.502,-7.593,0.225,-4.873,4.849,-2.002,-0.751,36.183,21.403,16.884,13.953,12.461,9.896,10.341,8.701,8.727,8.031,7.79,7.385,7.008,7.133,5.755,6.393,7.97,9.52,9.377,8.817,0.402,0.41,0.402,0.424,0.421,0.406,0.426,0.478,0.464,0.419,0.436,0.426,0.288,0.289,0.271,0.293,0.297,0.297,0.299,0.312,0.305,0.293,0.292,0.294
hiphop,0.157,0.219,1.832,2.286,0.094,0.058,0.204,0.081,135.999,2078.366,649.205,2240.22,333.951,2705.248,270.882,3135.419,232.406,19.861,13.157,16.409,17.773,17.624,16.741,41.829,4.156,3.698,4.482,4.466,3.157,2.797,3.44,4560.806,1310.828,-74.176,104.604,-8.386,49.659,-9.374,21.43,-16.332,18.784,-13.073,18.46,-14.953,6.875,-15.324,4.774,-11.093,4.742,-2.806,6.797,-5.804,-3.779,51.305,25.948,23.347,16.758,12.835,11.74,12.033,10.212,9.006,8.192,8.001,7.817,7.113,7.93,7.277,8.771,10.082,10.395,10.196,9.599,0.371,0.38,0.445,0.454,0.426,0.48,0.418,0.406,0.485,0.554,0.486,0.409,0.261,0.238,0.326,0.281,0.271,0.326,0.273,0.256,0.28,0.317,0.321,0.282
hiphop,0.157,0.209,1.68,1.561,0.087,0.034,0.199,0.065,99.384,1963.869,462.273,2109.204,294.686,2571.358,244.209,3007.672,208.41,18.455,14.068,19.354,18.334,17.049,17.427,41.818,3.259,4.258,4.375,3.514,2.846,2.6,2.718,4261.091,1032.608,-67.075,112.411,-23.638,44.279,-18.86,23.871,-13.402,20.141,-10.648,20.623,-7.505,14.421,-9.389,11.293,-8.862,7.083,0.459,9.393,-0.885,-0.577,44.229,17.872,17.239,12.904,11.478,9.905,12.514,9.138,8.418,8.149,9.455,8.626,9.203,7.784,9.399,10.874,10.807,10.627,10.549,10.291,0.202,0.307,0.332,0.508,0.431,0.379,0.393,0.424,0.406,0.391,0.313,0.216,0.209,0.31,0.259,0.356,0.268,0.271,0.28,0.325,0.314,0.337,0.275,0.208
hiphop,0.109,0.14,1.245,0.545,0.097,0.038,0.137,0.032,103.359,1787.067,695.06,1688.462,674.203,2077.69,686.5,2479.066,664.637,14.811,15.523,18.595,18.833,19.117,20.044,35.778,4.311,4.344,5.081,5.817,5.037,5.285,7.605,3613.861,1696.479,-129.395,141.736,-42.51,34.0,-6.949,8.662,-11.36,15.922,-9.007,6.636,-8.316,7.561,-5.465,5.87,-3.133,-1.688,-8.801,-4.856,-9.293,2.115,69.588,52.451,32.502,24.792,20.927,22.623,13.231,14.744,9.527,9.178,11.807,10.014,10.664,9.31,9.038,6.158,7.464,8.062,6.181,7.538,0.294,0.234,0.366,0.607,0.557,0.389,0.193,0.215,0.265,0.214,0.301,0.447,0.239,0.245,0.262,0.375,0.307,0.296,0.205,0.256,0.296,0.229,0.265,0.348
hiphop,0.147,0.195,1.454,1.109,0.134,0.045,0.185,0.061,135.999,2413.037,517.606,2120.283,310.505,2464.798,300.527,2798.93,281.19,22.57,14.113,16.945,16.504,16.274,18.022,42.023,3.963,3.999,4.308,3.373,2.467,2.658,6.135,4755.305,948.136,-51.25,91.101,-33.773,69.935,-12.948,23.193,-13.771,23.78,-14.738,10.703,-13.476,6.076,-14.723,1.682,-7.244,3.964,-2.649,7.554,-0.131,-0.737,57.019,26.349,23.382,15.877,14.097,11.275,12.586,8.483,8.409,8.645,7.243,7.204,6.649,7.067,6.745,6.974,8.12,9.352,7.988,6.61,0.475,0.411,0.394,0.595,0.508,0.347,0.419,0.635,0.776,0.586,0.372,0.37,0.273,0.262,0.211,0.288,0.243,0.207,0.216,0.266,0.242,0.241,0.196,0.218
hiphop,0.107,0.154,2.507,4.567,0.116,0.05,0.14,0.064,99.384,2370.991,528.409,2346.706,253.215,2743.265,211.752,3108.985,191.902,19.177,13.953,16.567,17.362,17.143,16.036,42.412,3.728,4.033,3.985,3.819,2.953,2.114,2.823,5258.227,980.735,-81.888,94.761,-16.234,40.524,-12.244,28.182,-20.101,18.094,-14.64,14.179,-7.252,13.658,-8.482,7.9,-4.828,5.1,-5.883,2.071,-5.661,-1.372,45.913,20.63,16.251,13.112,11.028,11.468,8.65,7.75,6.786,8.964,9.249,6.905,7.199,7.648,7.311,6.647,7.134,7.129,7.404,7.073,0.548,0.542,0.497,0.445,0.47,0.423,0.359,0.344,0.346,0.337,0.361,0.405,0.311,0.315,0.297,0.279,0.296,0.297,0.27,0.249,0.245,0.228,0.271,0.26
hiphop,0.163,0.233,1.673,2.023,0.111,0.075,0.208,0.106,99.384,2408.067,770.422,2249.75,333.44,2658.784,310.33,3039.385,310.978,23.658,12.876,17.924,17.96,17.197,16.994,38.794,6.591,4.076,4.991,4.561,3.531,2.845,8.351,4895.945,1226.764,-88.056,77.371,-19.102,51.591,-11.777,22.224,-4.733,20.114,-8.336,14.615,-3.809,8.589,-11.473,2.156,-12.689,0.399,0.986,10.539,7.63,4.392,66.342,25.984,24.011,18.201,14.729,14.466,14.615,11.505,10.994,9.831,9.99,9.539,9.472,8.387,9.747,9.85,11.167,11.776,11.337,11.492,0.525,0.542,0.552,0.505,0.417,0.384,0.405,0.469,0.482,0.424,0.402,0.47,0.325,0.299,0.314,0.282,0.272,0.267,0.297,0.311,0.317,0.285,0.263,0.301
hiphop,0.153,0.204,1.613,1.457,0.08,0.042,0.191,0.071,99.384,2126.427,482.117,2357.007,286.371,2787.257,238.157,3189.212,215.907,21.959,13.222,15.377,14.926,16.367,15.903,41.472,5.082,3.585,3.67,3.391,3.314,2.008,5.023,4931.895,995.626,-76.805,98.377,-5.012,49.335,-10.27,33.285,-9.954,17.605,-12.222,18.657,-10.971,11.507,-10.485,6.252,-6.974,2.495,-4.888,5.476,-1.821,0.636,49.201,18.714,21.365,12.88,12.212,11.001,9.833,7.233,7.199,7.917,7.498,7.089,7.077,7.474,6.593,6.732,6.579,7.09,8.009,7.317,0.556,0.532,0.521,0.487,0.442,0.452,0.481,0.467,0.481,0.537,0.428,0.404,0.315,0.242,0.316,0.3,0.313,0.305,0.296,0.264,0.281,0.324,0.26,0.223
hiphop,0.125,0.186,1.714,2.382,0.146,0.103,0.166,0.084,143.555,2634.322,982.823,2345.693,324.574,2738.365,277.432,3097.797,250.599,20.672,14.193,17.402,16.174,16.72,16.676,42.28,6.964,5.15,5.385,4.111,3.263,2.441,3.484,5331.159,1332.157,-113.469,68.467,-15.758,56.398,-8.152,27.046,-12.365,20.665,-12.676,15.428,-11.005,14.048,-12.506,7.404,-13.318,-0.242,-12.049,3.817,-2.677,5.642,69.808,40.444,27.013,24.14,19.395,17.047,14.929,11.517,11.718,10.595,10.595,9.945,10.138,8.921,8.951,8.386,9.037,9.286,9.768,11.751,0.473,0.492,0.532,0.578,0.614,0.567,0.444,0.361,0.334,0.348,0.38,0.424,0.327,0.316,0.321,0.299,0.293,0.305,0.29,0.279,0.263,0.274,0.288,0.303
hiphop,0.169,0.251,2.207,3.695,0.1,0.057,0.226,0.109,135.999,2470.8,913.571,2410.202,627.0,2822.682,566.607,3203.932,512.463,16.889,13.239,17.157,16.843,17.361,16.477,34.383,4.777,3.751,5.0,4.308,3.546,2.957,11.76,5255.46,1906.234,-64.626,88.215,-10.36,41.794,-2.559,22.904,-6.496,16.63,-5.8,13.095,-6.913,3.024,-9.771,2.344,-7.059,3.205,1.724,6.088,0.37,-3.035,76.24,27.408,31.491,21.552,16.324,14.0,14.994,10.823,12.21,9.484,9.442,8.081,8.1,7.596,8.414,8.675,9.628,9.376,9.413,8.907,0.42,0.422,0.458,0.427,0.368,0.356,0.363,0.439,0.493,0.485,0.478,0.421,0.303,0.32,0.323,0.277,0.277,0.265,0.263,0.312,0.315,0.308,0.317,0.306
hiphop,0.147,0.191,1.188,0.524,0.108,0.076,0.176,0.075,117.454,2641.549,675.031,2268.261,305.799,2610.953,288.474,2924.546,283.472,26.545,16.345,20.825,19.39,19.366,18.605,42.379,4.724,5.907,5.614,4.673,4.034,3.377,4.421,5238.868,1023.715,-122.25,50.556,-27.797,66.575,-6.596,32.059,-8.223,22.428,-6.948,21.047,-6.179,13.65,-3.08,8.709,-2.906,3.679,0.279,12.867,14.65,15.369,68.804,32.306,28.168,22.035,17.168,12.764,15.635,11.37,12.409,10.956,11.097,9.744,11.742,9.721,9.979,10.446,13.257,13.469,14.243,15.032,0.395,0.345,0.371,0.42,0.441,0.51,0.532,0.586,0.659,0.642,0.535,0.451,0.238,0.226,0.264,0.294,0.263,0.265,0.261,0.264,0.32,0.307,0.26,0.255
