genre,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rmse_mean,rmse_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_2_mean,spectral_bandwidth_2_std,spectral_bandwidth_3_mean,spectral_bandwidth_3_std,spectral_bandwidth_4_mean,spectral_bandwidth_4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
hiphop,0.026,0.039,2.257,4.281,0.146,0.047,0.034,0.02,2447.107,578.568,2413.234,414.226,3039.159,360.651,3039.159,360.651,18.01,16.901,19.79,19.947,20.388,22.528,16.369,3.886,4.34,4.703,3.749,3.925,5.743,2.337,4539.284,1432.917,-233.059,80.086,-27.181,16.191,-0.39,-11.4,3.379,-8.491,-9.906,10.925,-3.602,-10.537,-2.021,-10.36,-3.269,-3.53,-10.333,-6.823,-6.432,-4.934,74.452,24.123,24.289,16.774,11.518,15.161,10.214,9.466,7.521,14.622,8.237,9.893,9.119,8.82,9.088,7.498,6.671,7.027,7.356,9.079,0.324,0.247,0.303,0.247,0.296,0.232,0.439,0.486,0.418,0.472,0.317,0.332,0.303,0.226,0.295,0.222,0.275,0.194,0.305,0.317,0.29,0.348,0.229,0.288
hiphop,0.049,0.072,1.97,3.114,0.094,0.093,0.06,0.04,1997.018,1162.441,2384.302,580.195,3108.361,425.461,3108.361,425.461,20.938,16.928,19.518,19.159,19.441,19.303,15.264,5.642,4.435,3.963,3.719,3.523,3.569,1.711,3967.255,2441.289,-230.564,106.876,9.082,16.924,11.219,3.398,7.518,-4.5,-6.423,8.157,2.752,0.096,3.145,-4.55,1.472,0.77,-9.281,-1.382,-2.203,-2.406,52.066,43.186,28.286,17.103,10.983,13.814,14.042,10.507,8.949,8.347,9.528,11.196,9.215,7.297,7.809,9.162,8.687,7.496,6.907,8.219,0.273,0.367,0.516,0.433,0.422,0.439,0.356,0.34,0.261,0.384,0.299,0.3,0.193,0.28,0.394,0.317,0.274,0.331,0.25,0.343,0.244,0.333,0.251,0.275
hiphop,0.084,0.134,2.425,5.673,0.153,0.139,0.111,0.074,2888.539,1408.764,2998.624,600.063,3570.262,462.661,3570.262,462.661,20.555,15.618,19.408,18.2,18.017,17.614,16.493,5.66,5.723,6.231,5.287,4.723,2.936,1.964,6319.945,2578.807,-184.612,67.284,27.442,2.989,-1.225,6.209,0.789,-8.456,-5.159,-1.205,3.816,-3.83,-1.018,-5.469,-0.961,-6.487,-1.047,-3.181,-4.906,-7.572,111.718,42.182,40.935,22.685,17.887,20.461,15.985,17.12,15.175,12.685,12.482,11.634,8.615,9.286,9.009,8.586,9.85,9.289,10.253,9.282,0.421,0.422,0.465,0.507,0.427,0.408,0.338,0.39,0.325,0.419,0.502,0.381,0.336,0.311,0.324,0.335,0.331,0.354,0.295,0.327,0.27,0.297,0.316,0.29
hiphop,0.161,0.218,1.715,1.808,0.091,0.065,0.206,0.073,2442.131,1050.644,2882.711,553.768,3527.77,370.127,3527.77,370.127,23.018,17.3,20.869,19.423,18.191,17.887,15.626,5.779,5.41,5.915,5.363,4.387,3.245,1.742,5474.904,2361.491,-102.897,85.149,30.71,12.338,4.387,4.404,8.642,1.598,2.949,2.57,3.921,1.836,-0.45,-4.799,-1.145,-3.799,-3.29,-0.74,-1.833,-7.597,68.592,37.831,32.963,22.674,18.825,15.837,16.274,12.945,12.235,12.767,9.249,9.161,8.91,8.874,7.573,8.398,8.331,8.144,10.879,11.083,0.398,0.399,0.355,0.362,0.338,0.344,0.361,0.407,0.368,0.314,0.354,0.345,0.321,0.31,0.29,0.321,0.301,0.327,0.355,0.36,0.322,0.299,0.316,0.294
hiphop,0.183,0.248,1.717,1.746,0.094,0.087,0.232,0.088,2587.252,1056.454,2947.248,417.962,3554.455,279.834,3554.455,279.834,23.253,17.409,20.031,19.087,18.333,17.5,15.266,5.437,5.188,5.634,5.668,4.31,2.667,1.681,5958.177,1926.5,-78.437,78.205,29.28,14.86,6.327,4.866,5.55,3.802,5.634,5.058,1.719,5.431,-0.87,-4.742,1.725,-3.271,-2.241,-0.229,-2.772,-6.921,62.702,33.338,28.76,20.172,15.459,20.048,16.473,11.664,11.76,12.338,10.688,10.161,7.478,7.67,8.501,6.9,6.693,8.059,8.981,9.252,0.456,0.426,0.393,0.374,0.39,0.36,0.347,0.402,0.367,0.399,0.388,0.365,0.341,0.31,0.308,0.285,0.329,0.34,0.32,0.33,0.287,0.309,0.287,0.261
hiphop,0.17,0.272,2.166,3.986,0.087,0.07,0.231,0.144,2242.252,1082.615,2624.27,527.028,3276.797,382.882,3276.797,382.882,22.722,16.353,17.799,17.019,17.582,16.16,15.38,6.014,4.335,5.056,4.555,4.012,2.851,1.688,4860.783,2252.522,-102.246,91.73,21.924,28.015,15.082,8.304,1.199,7.053,4.915,-3.765,-0.518,1.169,2.636,-1.069,-6.361,-0.957,-6.099,-2.892,-0.14,-3.508,77.503,39.487,25.347,17.777,15.598,12.12,12.708,11.762,11.697,11.761,8.836,9.07,9.197,7.769,7.416,7.052,7.197,6.494,6.046,7.011,0.392,0.42,0.417,0.445,0.498,0.418,0.387,0.358,0.351,0.47,0.474,0.428,0.294,0.304,0.307,0.316,0.322,0.289,0.307,0.304,0.23,0.316,0.322,0.324
hiphop,0.159,0.255,2.415,4.854,0.101,0.062,0.216,0.137,2325.586,971.716,2599.166,443.682,3208.393,328.812,3208.393,328.812,23.627,14.459,17.304,16.097,17.584,16.043,16.091,5.724,4.019,4.526,3.192,3.715,2.464,1.926,4974.595,1954.739,-77.264,89.479,9.895,24.92,12.343,11.424,-0.856,5.953,-0.911,0.287,1.169,4.854,0.582,0.83,-2.309,0.194,-0.76,-2.522,-1.682,-3.805,65.829,33.962,28.112,18.19,16.616,10.7,10.712,8.975,9.128,7.35,7.312,8.26,7.205,5.554,6.944,5.612,7.145,5.274,5.399,5.872,0.525,0.495,0.519,0.538,0.607,0.475,0.395,0.39,0.456,0.48,0.469,0.547,0.283,0.301,0.293,0.28,0.29,0.264,0.262,0.244,0.279,0.293,0.277,0.287
hiphop,0.186,0.266,2.029,2.852,0.086,0.057,0.238,0.118,2272.309,732.644,2570.383,389.675,3149.396,306.08,3149.396,306.08,25.234,12.84,16.143,16.471,16.983,16.093,16.536,5.231,3.231,3.796,2.932,2.428,2.092,1.806,5053.708,1513.113,-47.605,91.88,-2.257,22.402,8.017,10.832,0.081,11.68,0.943,4.978,4.805,10.465,0.713,3.605,5.024,1.871,3.267,-0.767,-1.76,-0.528,46.026,22.91,18.897,10.442,10.722,7.957,7.739,8.168,7.249,6.625,6.425,5.518,6.563,5.053,5.997,5.941,6.088,4.959,4.221,5.208,0.631,0.519,0.557,0.529,0.599,0.501,0.463,0.581,0.614,0.617,0.586,0.641,0.239,0.238,0.248,0.213,0.247,0.211,0.217,0.255,0.278,0.283,0.234,0.205
hiphop,0.186,0.266,1.717,2.119,0.134,0.116,0.233,0.127,3402.419,1208.59,3282.512,378.884,3726.835,270.057,3726.835,270.057,25.791,15.283,19.588,15.79,15.39,15.654,14.397,6.847,4.727,5.007,3.646,2.632,2.118,1.29,7513.214,1603.906,-75.878,49.506,33.417,23.726,15.679,10.4,3.894,5.194,1.869,-3.111,1.923,3.58,0.393,6.092,4.384,2.313,2.061,1.769,-2.086,-3.25,60.17,28.335,24.252,17.674,16.209,13.204,12.111,12.109,10.863,9.819,10.033,9.596,8.829,8.797,8.423,7.588,6.64,6.129,5.985,6.599,0.435,0.364,0.377,0.382,0.432,0.493,0.521,0.567,0.581,0.495,0.444,0.44,0.295,0.251,0.27,0.263,0.271,0.3,0.293,0.302,0.33,0.331,0.305,0.31
hiphop,0.185,0.261,1.797,2.216,0.11,0.097,0.233,0.116,3172.165,1096.997,3241.931,385.909,3711.307,276.462,3711.307,276.462,25.969,15.457,19.076,15.946,15.678,15.6,14.369,7.148,4.929,4.649,3.397,2.856,2.022,1.253,7224.54,1624.555,-76.694,54.428,31.665,25.593,14.71,9.462,4.222,3.91,1.465,-3.491,1.844,2.78,-0.457,5.696,4.939,0.11,1.43,0.725,-2.882,-2.83,61.12,27.837,22.786,19.396,18.064,14.905,11.387,12.574,10.941,9.523,8.951,8.742,8.462,8.868,7.602,7.291,7.056,6.281,5.853,6.931,0.419,0.376,0.378,0.399,0.489,0.508,0.478,0.496,0.492,0.449,0.374,0.382,0.3,0.283,0.276,0.266,0.307,0.306,0.3,0.341,0.352,0.348,0.29,0.291
hiphop,0.222,0.298,1.523,1.217,0.083,0.06,0.275,0.115,3040.87,1029.526,3293.651,405.671,3764.741,268.924,3764.741,268.924,28.815,15.938,19.143,16.697,16.146,15.651,14.414,6.359,4.987,4.885,3.887,3.238,2.243,1.374,7177.226,1687.592,-77.52,54.398,38.867,29.255,19.666,14.279,9.517,11.697,7.721,3.678,7.779,7.073,1.957,4.419,3.251,0.073,1.465,-0.331,-3.397,-4.194,59.461,25.366,21.028,13.657,12.768,11.954,9.727,9.588,8.829,9.372,8.327,7.211,8.244,6.393,5.895,6.427,6.855,5.916,5.261,5.781,0.287,0.315,0.379,0.41,0.45,0.552,0.589,0.63,0.564,0.464,0.339,0.29,0.249,0.242,0.273,0.271,0.229,0.325,0.313,0.313,0.287,0.321,0.297,0.268
hiphop,0.144,0.214,2.119,3.389,0.053,0.037,0.184,0.109,1777.685,912.106,2367.129,645.042,2983.619,527.512,2983.619,527.512,25.789,16.612,15.747,14.799,15.429,15.982,16.676,6.412,5.722,4.609,3.273,2.762,2.18,2.347,4181.538,2249.832,-154.67,95.587,25.758,49.687,15.052,21.102,6.416,7.362,2.485,2.12,-1.328,0.484,-2.508,-1.013,-4.072,-3.038,-2.506,-4.187,-5.332,-4.653,103.812,31.721,19.545,18.439,12.19,6.747,6.213,6.314,7.127,7.907,5.755,5.055,5.402,5.152,4.986,4.534,4.355,4.67,4.723,4.848,0.334,0.279,0.248,0.324,0.524,0.454,0.371,0.382,0.401,0.57,0.425,0.299,0.262,0.236,0.22,0.231,0.383,0.298,0.316,0.325,0.248,0.367,0.26,0.249
hiphop,0.191,0.266,1.545,1.451,0.089,0.051,0.244,0.105,2535.009,821.604,2811.788,408.003,3313.286,333.874,3313.286,333.874,23.288,14.749,14.737,14.357,15.258,15.397,16.458,5.149,4.056,3.953,2.925,2.595,1.969,1.787,5868.997,1495.397,-60.302,73.765,25.036,42.535,9.048,17.06,2.174,6.931,0.498,2.229,-1.99,-0.375,-2.86,-0.426,-5.873,-3.961,-2.351,-4.608,-4.856,-4.383,68.856,27.378,20.106,15.836,11.073,8.841,9.249,6.821,7.958,7.092,6.505,5.325,5.518,4.925,5.235,5.091,5.483,4.241,4.002,4.819,0.329,0.291,0.295,0.385,0.552,0.512,0.486,0.495,0.515,0.61,0.443,0.327,0.24,0.204,0.218,0.249,0.336,0.283,0.328,0.326,0.267,0.339,0.255,0.234
hiphop,0.207,0.282,1.375,1.004,0.09,0.048,0.262,0.106,2643.701,789.9,2848.558,360.854,3335.08,279.351,3335.08,279.351,23.335,15.054,15.339,14.52,15.568,15.507,16.25,5.219,3.803,4.365,2.88,2.676,1.771,1.835,6004.591,1350.755,-47.932,68.892,24.267,43.393,9.431,16.332,1.909,6.752,0.778,2.777,-1.979,-0.154,-2.721,-0.048,-5.804,-4.575,-2.628,-5.219,-4.784,-4.236,66.441,27.929,18.405,14.923,11.538,9.799,8.276,6.528,7.717,7.531,7.129,5.172,5.539,4.698,5.345,4.687,5.608,4.172,4.085,4.744,0.298,0.287,0.307,0.411,0.537,0.507,0.506,0.505,0.498,0.585,0.421,0.289,0.234,0.219,0.229,0.276,0.338,0.294,0.335,0.316,0.256,0.335,0.239,0.197
hiphop,0.232,0.299,1.163,0.368,0.108,0.06,0.289,0.076,3082.53,845.022,3068.379,333.059,3521.929,276.642,3521.929,276.642,28.4,15.429,17.888,17.508,17.064,15.764,15.289,4.747,4.351,4.718,4.063,2.999,2.067,1.489,6690.656,1267.976,-47.568,41.044,32.833,53.757,14.245,15.154,9.718,11.01,8.099,0.489,-0.198,4.721,5.95,1.033,2.688,-0.256,-3.875,-3.336,-2.823,-4.37,49.048,24.994,21.761,14.495,17.327,9.311,11.949,8.281,9.75,7.19,8.363,7.83,6.522,5.47,5.222,5.762,5.819,5.324,6.346,7.232,0.53,0.534,0.491,0.438,0.4,0.403,0.387,0.417,0.513,0.635,0.584,0.569,0.274,0.303,0.297,0.289,0.27,0.298,0.248,0.25,0.262,0.308,0.281,0.278
hiphop,0.233,0.301,1.161,0.378,0.11,0.061,0.291,0.078,3056.209,803.976,3059.827,285.447,3514.363,246.041,3514.363,246.041,28.596,14.844,17.349,17.187,17.067,15.748,15.379,4.784,4.28,4.588,4.162,2.946,2.096,1.629,6671.096,1140.434,-44.101,42.156,30.889,52.015,12.349,14.123,8.552,9.715,9.615,3.789,2.361,4.503,4.464,1.451,3.105,-0.698,-3.757,-3.304,-3.942,-4.024,54.593,22.747,21.744,15.017,15.577,10.267,13.229,7.837,12.558,8.521,8.848,7.781,7.508,6.075,5.06,5.561,6.508,5.739,6.552,6.476,0.495,0.489,0.479,0.446,0.418,0.395,0.391,0.443,0.579,0.636,0.573,0.538,0.281,0.272,0.277,0.271,0.284,0.287,0.238,0.258,0.292,0.317,0.283,0.278
hiphop,0.23,0.297,1.181,0.401,0.107,0.054,0.287,0.077,3055.246,711.799,3038.087,315.58,3496.889,265.882,3496.889,265.882,28.484,16.067,18.494,17.089,17.304,15.886,15.41,5.192,4.461,4.864,3.978,3.101,2.257,1.31,6623.808,1147.921,-41.846,41.827,26.096,49.859,12.017,11.88,5.572,7.107,7.436,1.393,1.258,4.517,6.177,1.455,1.253,-1.42,-5.059,-4.024,-4.731,-4.919,50.213,23.586,27.159,21.266,18.569,11.937,15.616,11.02,9.932,8.749,9.352,8.707,7.708,6.671,6.819,6.232,6.735,6.122,6.896,6.855,0.487,0.482,0.495,0.449,0.41,0.401,0.38,0.391,0.458,0.604,0.573,0.55,0.281,0.285,0.283,0.288,0.283,0.31,0.27,0.26,0.255,0.327,0.292,0.279
hiphop,0.218,0.293,1.523,1.208,0.044,0.028,0.274,0.102,1615.384,788.512,2421.363,576.883,3251.533,419.717,3251.533,419.717,26.585,15.412,19.405,17.35,16.398,16.174,15.34,6.304,4.023,4.403,3.41,3.32,2.336,1.867,3414.262,2203.871,-104.086,118.918,29.142,35.293,21.942,-1.81,9.282,-2.215,7.061,-6.237,4.997,-0.677,-1.662,1.656,-3.606,-0.426,-6.512,-5.07,-6.033,-5.09,65.696,33.785,23.294,17.775,15.278,13.305,11.64,9.542,8.487,8.332,7.705,7.418,8.368,7.499,6.449,5.535,5.708,5.976,6.085,5.998,0.429,0.476,0.478,0.632,0.478,0.425,0.396,0.365,0.332,0.327,0.387,0.365,0.302,0.329,0.28,0.312,0.277,0.308,0.287,0.265,0.249,0.244,0.306,0.27
hiphop,0.216,0.285,1.428,0.944,0.044,0.033,0.267,0.1,1675.23,848.087,2374.303,635.328,3174.608,504.403,3174.608,504.403,27.194,16.791,19.219,17.642,17.468,17.756,15.837,5.762,4.636,5.235,3.925,3.454,3.266,1.853,3567.192,2267.506,-115.53,112.635,14.427,37.574,28.31,1.138,16.263,0.136,6.354,-4.388,8.082,-1.0,1.666,4.099,-2.672,1.053,-4.658,-1.697,-3.277,-5.019,59.976,37.129,28.98,17.824,17.658,15.11,12.914,10.876,9.999,10.964,9.25,8.247,9.646,7.378,7.008,7.219,6.472,6.573,7.211,7.093,0.422,0.429,0.374,0.409,0.443,0.45,0.435,0.427,0.415,0.405,0.411,0.434,0.332,0.329,0.286,0.31,0.315,0.327,0.288,0.315,0.28,0.301,0.313,0.335
hiphop,0.228,0.299,1.418,0.899,0.04,0.031,0.28,0.106,1710.58,755.709,2467.769,559.647,3256.328,444.221,3256.328,444.221,26.701,16.929,17.457,16.7,17.049,17.701,15.283,6.078,4.708,5.203,4.064,3.842,3.516,1.709,3800.86,2072.373,-122.418,98.912,10.126,40.947,33.684,4.865,21.138,6.299,8.677,0.641,11.64,1.168,2.005,4.282,-1.156,1.669,-3.378,-0.418,-0.557,-3.708,71.239,30.744,27.949,16.704,18.56,13.081,11.318,9.65,9.969,10.031,9.144,8.308,7.938,7.311,7.015,6.137,6.069,6.437,5.816,7.009,0.47,0.368,0.335,0.342,0.387,0.492,0.489,0.46,0.426,0.406,0.483,0.566,0.337,0.287,0.267,0.279,0.278,0.354,0.318,0.326,0.282,0.269,0.308,0.361
hiphop,0.21,0.272,0.929,0.039,0.076,0.071,0.262,0.071,2288.245,1136.367,2693.786,507.312,3277.833,362.765,3277.833,362.765,25.527,15.554,17.986,16.375,16.597,15.74,16.237,5.096,4.602,5.487,3.688,3.256,2.053,2.172,5146.411,2218.575,-92.026,80.771,45.118,43.054,3.532,14.666,-0.009,6.15,-0.757,-1.602,-0.577,-1.668,-3.603,1.737,-2.701,-0.622,-3.469,-3.47,-4.77,-2.968,72.843,38.348,22.288,21.675,19.569,11.507,11.716,9.96,9.552,8.442,8.196,6.866,7.477,6.996,6.288,6.254,7.317,7.741,6.277,6.129,0.462,0.41,0.391,0.372,0.403,0.33,0.306,0.326,0.326,0.362,0.394,0.464,0.336,0.324,0.311,0.314,0.349,0.279,0.249,0.272,0.285,0.331,0.276,0.326
hiphop,0.187,0.253,1.097,0.485,0.118,0.098,0.232,0.099,2674.586,1184.964,2585.768,467.183,3060.94,393.153,3060.94,393.153,25.897,14.997,17.667,18.289,18.199,17.491,17.673,4.726,4.243,4.912,4.573,3.669,3.025,2.401,5490.517,1890.67,-84.178,63.172,18.696,54.587,3.956,20.084,2.336,9.587,2.298,5.462,-2.665,0.228,-4.176,1.176,-2.188,-0.291,-1.306,-0.545,-3.722,-4.317,76.222,41.356,30.6,16.776,14.197,9.398,8.812,7.751,6.73,8.065,6.891,7.191,6.908,6.166,6.364,6.3,7.922,6.511,5.954,6.515,0.41,0.36,0.379,0.409,0.494,0.382,0.314,0.339,0.34,0.524,0.483,0.447,0.318,0.278,0.287,0.308,0.357,0.296,0.247,0.252,0.236,0.372,0.291,0.306
hiphop,0.193,0.253,1.085,0.312,0.104,0.084,0.238,0.086,2465.826,957.685,2451.839,417.776,2931.692,343.274,2931.692,343.274,26.971,15.597,18.985,19.316,18.644,17.659,18.085,5.497,4.508,4.949,4.276,3.522,2.826,2.404,5147.385,1582.062,-59.915,75.509,1.72,50.044,1.855,20.159,3.198,9.449,2.725,8.81,-0.71,5.224,-1.246,2.516,-0.653,-2.025,-0.931,-3.918,-5.937,-7.306,56.873,35.048,23.248,14.837,14.049,8.962,10.092,6.751,8.066,6.879,5.975,6.655,6.915,5.879,6.072,6.914,6.949,7.194,6.659,6.403,0.335,0.376,0.522,0.617,0.481,0.277,0.241,0.287,0.3,0.484,0.419,0.341,0.276,0.277,0.295,0.353,0.292,0.235,0.218,0.242,0.228,0.367,0.29,0.253
hiphop,0.085,0.117,1.989,2.485,0.063,0.051,0.11,0.04,2183.106,1035.947,2697.551,575.918,3306.567,399.182,3306.567,399.182,27.645,14.195,15.419,16.313,17.116,16.079,15.595,5.177,4.05,3.692,3.525,3.201,2.906,1.541,5068.496,2336.423,-159.538,92.642,30.098,28.291,7.323,16.483,7.908,10.315,6.277,4.667,0.411,3.349,3.921,2.95,0.033,-0.628,-1.024,-1.871,-1.1,-0.124,72.21,33.255,18.686,10.962,11.115,9.872,9.978,8.886,8.346,7.103,6.709,6.088,6.768,6.848,6.413,6.806,7.139,5.77,5.857,7.109,0.551,0.469,0.51,0.479,0.37,0.385,0.342,0.363,0.419,0.535,0.682,0.673,0.274,0.247,0.301,0.333,0.255,0.276,0.205,0.228,0.246,0.301,0.287,0.26
hiphop,0.083,0.114,2.024,2.551,0.091,0.064,0.107,0.038,2706.708,1027.184,2952.874,427.994,3475.462,269.983,3475.462,269.983,27.757,13.758,15.432,15.17,15.994,15.967,15.505,5.717,4.124,4.196,3.057,2.683,2.282,1.468,6161.719,1868.954,-125.778,75.839,24.437,23.812,9.801,15.561,6.106,9.334,5.036,5.643,2.178,3.166,3.015,4.501,-0.418,0.053,2.197,0.448,0.389,0.201,64.435,30.923,17.405,7.793,10.89,8.877,8.749,7.06,6.958,6.221,5.229,5.179,5.193,5.935,5.273,5.433,5.355,4.588,5.27,5.899,0.593,0.487,0.515,0.498,0.382,0.391,0.381,0.435,0.487,0.575,0.656,0.67,0.264,0.236,0.296,0.325,0.239,0.27,0.215,0.229,0.262,0.305,0.286,0.242
hiphop,0.087,0.121,1.918,2.46,0.092,0.074,0.113,0.042,2747.983,1309.387,2972.369,431.944,3546.111,284.779,3546.111,284.779,27.452,15.46,19.343,18.803,17.305,16.478,15.172,5.522,5.076,5.129,5.235,3.511,2.446,1.468,6123.448,2062.124,-154.276,76.187,41.465,15.415,-1.77,8.859,5.414,5.537,1.932,4.692,2.934,2.086,6.675,4.134,4.367,4.18,0.465,0.854,-1.212,-0.298,67.703,36.275,25.895,19.508,14.599,11.623,11.626,12.387,10.971,10.657,8.958,7.109,7.715,8.514,7.572,7.635,7.316,5.478,5.697,6.552,0.407,0.318,0.318,0.316,0.309,0.36,0.365,0.333,0.377,0.453,0.606,0.625,0.291,0.281,0.279,0.292,0.296,0.306,0.29,0.274,0.306,0.329,0.312,0.322
hiphop,0.08,0.109,1.88,2.277,0.105,0.063,0.103,0.036,3003.726,1069.937,3211.825,493.266,3690.424,340.42,3690.424,340.42,26.853,12.481,17.289,18.719,19.094,18.246,15.935,4.882,4.639,5.482,5.459,5.06,3.993,2.696,6922.25,2114.15,-156.778,61.887,45.901,30.275,7.196,8.315,12.841,5.259,3.803,7.091,2.799,3.264,4.512,3.302,6.292,7.923,2.346,0.915,1.28,-0.688,89.426,28.843,23.029,19.57,13.339,11.211,10.53,8.573,9.147,11.187,9.495,8.518,8.517,7.434,9.329,10.638,7.914,6.852,8.997,7.458,0.673,0.562,0.487,0.472,0.469,0.524,0.42,0.504,0.565,0.56,0.691,0.651,0.275,0.257,0.271,0.287,0.26,0.297,0.226,0.243,0.265,0.226,0.262,0.246
hiphop,0.084,0.115,1.812,2.191,0.123,0.08,0.108,0.04,3170.952,1174.655,3243.186,487.98,3718.084,332.076,3718.084,332.076,26.382,13.16,17.007,17.446,17.26,16.084,14.85,4.678,4.483,5.299,4.998,3.992,3.164,1.934,7127.465,2181.022,-137.362,64.059,39.753,16.947,5.749,9.267,12.505,6.598,2.954,6.205,4.321,2.741,2.899,3.661,7.252,5.568,0.31,1.066,2.105,0.476,78.821,35.325,25.848,21.702,15.667,11.1,12.394,10.283,9.055,9.051,9.293,8.261,7.072,6.933,7.457,8.282,7.106,6.098,7.113,6.07,0.546,0.448,0.445,0.46,0.438,0.462,0.416,0.511,0.613,0.599,0.615,0.595,0.299,0.257,0.277,0.291,0.262,0.287,0.25,0.264,0.268,0.256,0.295,0.299
hiphop,0.09,0.121,1.665,1.623,0.092,0.063,0.116,0.035,2894.561,1133.28,3196.177,521.603,3713.221,359.666,3713.221,359.666,26.88,13.53,17.964,17.786,16.453,15.362,14.43,5.02,4.852,5.303,4.869,3.36,2.474,1.378,6757.154,2220.274,-140.621,74.035,47.153,20.418,6.578,8.999,10.332,5.64,2.409,6.097,3.618,1.612,4.069,4.195,6.918,1.77,-1.219,1.226,2.433,0.008,72.72,34.647,26.452,20.434,15.908,11.403,11.865,9.349,8.299,8.962,7.407,6.984,6.885,6.742,6.135,6.557,6.309,5.258,5.655,4.472,0.451,0.415,0.397,0.465,0.459,0.41,0.372,0.431,0.615,0.58,0.484,0.479,0.291,0.275,0.265,0.311,0.323,0.313,0.277,0.274,0.288,0.283,0.301,0.316
hiphop,0.097,0.133,1.809,2.175,0.124,0.075,0.125,0.045,3142.413,856.388,3277.042,351.248,3752.192,234.948,3752.192,234.948,27.168,14.612,17.359,16.035,16.56,15.393,14.554,5.429,4.113,4.953,4.417,3.297,1.856,1.316,7417.589,1405.497,-101.002,66.901,25.633,8.818,14.278,12.016,6.472,4.334,6.182,4.711,4.405,5.73,4.315,2.837,0.585,-0.991,-2.291,-1.427,-2.602,-1.495,54.632,26.424,23.005,16.129,14.017,10.427,11.061,10.938,9.322,8.341,8.863,8.077,8.742,6.347,6.838,6.041,5.937,5.133,5.757,6.183,0.581,0.526,0.45,0.411,0.381,0.394,0.423,0.423,0.426,0.453,0.5,0.552,0.297,0.32,0.315,0.3,0.288,0.296,0.295,0.274,0.292,0.312,0.299,0.286
hiphop,0.095,0.129,1.67,1.722,0.136,0.087,0.122,0.042,3346.725,990.4,3360.939,337.845,3809.488,237.46,3809.488,237.46,27.147,15.355,17.671,16.677,16.313,15.421,14.488,5.292,4.447,5.655,4.593,3.333,1.843,1.272,7768.29,1264.557,-109.501,59.156,30.276,10.13,16.65,14.884,8.799,5.207,6.97,5.416,4.654,4.057,3.275,2.351,0.015,-1.055,-2.312,-0.734,-2.011,-2.307,56.171,26.119,26.493,15.983,15.029,8.764,10.784,10.484,9.635,7.883,7.274,7.272,8.269,7.173,6.685,6.021,5.93,5.433,5.1,5.507,0.622,0.55,0.416,0.353,0.337,0.343,0.366,0.436,0.461,0.453,0.504,0.552,0.298,0.316,0.311,0.28,0.251,0.269,0.275,0.28,0.298,0.308,0.313,0.31
hiphop,0.098,0.132,1.663,1.675,0.118,0.067,0.125,0.042,3144.557,822.673,3326.539,326.273,3791.32,225.825,3791.32,225.825,28.037,15.23,17.052,16.244,15.94,15.482,14.463,5.148,4.343,4.8,4.384,2.689,1.85,1.29,7531.675,1256.994,-103.69,66.016,30.488,12.716,14.615,12.248,8.725,6.158,7.117,5.295,4.298,3.593,2.423,2.083,-0.025,-2.519,-3.096,-1.416,-1.918,-1.798,55.276,23.4,24.474,15.255,13.478,8.953,10.431,10.319,9.2,7.99,8.314,6.791,7.731,6.008,6.466,6.242,6.084,5.24,5.09,5.552,0.501,0.464,0.403,0.353,0.382,0.388,0.447,0.454,0.448,0.447,0.484,0.501,0.311,0.302,0.301,0.266,0.301,0.263,0.303,0.288,0.294,0.301,0.306,0.289
